KEY,(H)TEAM,(H)MATCH UP,(H)GAME DATE,(H)W/L,(H)MIN,(H)PTS,(H)FGM,(H)FGA,(H)FG%,(H)3PM,(H)3PA,(H)3P%,(H)FTM,(H)FTA,(H)FT%,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)TEAM,(A)MATCH UP,(A)GAME DATE,(A)W/L,(A)MIN,(A)PTS,(A)FGM,(A)FGA,(A)FG%,(A)3PM,(A)3PA,(A)3P%,(A)FTM,(A)FTA,(A)FT%,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-
OKC-IND-03/12/2024,OKC,OKC vs. IND,03/12/2024,L,12,17,7,26,26.9,3,12,25.0,0,0,0.0,3,9,12,4,2,1,3,2,-5,IND,IND @ OKC,03/12/2024,W,12,22,10,21,47.6,1,5,20.0,1,2,50.0,1,14,15,7,3,0,3,1,5
CHI-DAL-03/11/2024,CHI,CHI vs. DAL,03/11/2024,L,12,16,7,23,30.4,1,9,11.1,1,1,100.0,2,4,6,3,2,0,1,1,-28,DAL,DAL @ CHI,03/11/2024,W,12,44,18,28,64.3,6,11,54.5,2,2,100.0,5,12,17,10,0,1,0,1,28
DET-CHA-03/11/2024,DET,DET vs. CHA,03/11/2024,W,12,34,12,21,57.1,3,10,30.0,7,7,100.0,2,11,13,8,3,3,1,2,11,CHA,CHA @ DET,03/11/2024,L,12,23,10,23,43.5,3,10,30.0,0,1,0.0,2,5,7,6,4,3,0,4,-11
CLE-PHX-03/11/2024,CLE,CLE vs. PHX,03/11/2024,L,12,41,16,24,66.7,7,12,58.3,2,2,100.0,2,7,9,11,1,4,0,2,9,PHX,PHX @ CLE,03/11/2024,W,12,32,13,22,59.1,5,8,62.5,1,2,50.0,3,5,8,6,5,1,2,2,-9
POR-BOS-03/11/2024,POR,POR vs. BOS,03/11/2024,L,12,28,9,20,45.0,4,8,50.0,6,6,100.0,2,6,8,4,2,1,1,2,-9,BOS,BOS @ POR,03/11/2024,W,12,37,15,27,55.6,6,12,50.0,1,2,50.0,3,8,11,12,1,2,1,4,9
SAS-GSW-03/11/2024,SAS,SAS vs. GSW,03/11/2024,L,12,37,15,24,62.5,6,12,50.0,1,2,50.0,2,12,14,12,3,2,3,2,8,GSW,GSW @ SAS,03/11/2024,W,12,29,12,25,48.0,4,9,44.4,1,2,50.0,1,7,8,6,2,1,1,4,-8
DEN-TOR-03/11/2024,DEN,DEN vs. TOR,03/11/2024,W,12,32,13,22,59.1,2,8,25.0,4,5,80.0,3,8,11,9,6,3,2,3,-2,TOR,TOR @ DEN,03/11/2024,L,12,34,13,27,48.1,5,10,50.0,3,3,100.0,5,6,11,6,4,4,1,4,2
OKC-MEM-03/10/2024,OKC,OKC vs. MEM,03/10/2024,W,12,38,15,23,65.2,7,11,63.6,1,1,100.0,1,9,10,11,1,3,1,2,14,MEM,MEM @ OKC,03/10/2024,L,12,24,8,19,42.1,4,10,40.0,4,4,100.0,1,5,6,5,3,1,3,2,-14
SAC-HOU-03/10/2024,SAC,SAC vs. HOU,03/10/2024,L,12,30,12,26,46.2,2,9,22.2,4,4,100.0,3,13,16,9,3,4,1,1,7,HOU,HOU @ SAC,03/10/2024,W,12,23,9,23,39.1,3,11,27.3,2,2,100.0,1,10,11,6,4,2,0,2,-7
ATL-NOP-03/10/2024,ATL,ATL vs. NOP,03/10/2024,L,12,20,8,30,26.7,3,13,23.1,1,2,50.0,4,6,10,7,0,4,2,2,-6,NOP,NOP @ ATL,03/10/2024,W,12,26,11,20,55.0,2,5,40.0,2,2,100.0,1,17,18,7,5,0,5,1,6
ORL-IND-03/10/2024,ORL,ORL vs. IND,03/10/2024,L,12,24,9,23,39.1,2,7,28.6,4,5,80.0,5,11,16,5,5,2,0,3,6,IND,IND @ ORL,03/10/2024,W,12,18,7,19,36.8,0,5,0.0,4,4,100.0,0,8,8,4,2,2,2,4,-6
LAC-MIL-03/10/2024,LAC,LAC vs. MIL,03/10/2024,L,12,33,13,31,41.9,4,12,33.3,3,3,100.0,7,11,18,7,1,2,3,4,4,MIL,MIL @ LAC,03/10/2024,W,12,29,10,26,38.5,7,15,46.7,2,2,100.0,2,8,10,8,2,0,1,2,-4
LAL-MIN-03/10/2024,LAL,LAL vs. MIN,03/10/2024,W,12,32,12,18,66.7,3,5,60.0,5,5,100.0,1,8,9,12,6,4,1,1,4,MIN,MIN @ LAL,03/10/2024,L,12,28,12,24,50.0,4,12,33.3,0,0,0.0,4,5,9,8,4,2,1,3,-4
MIA-WAS-03/10/2024,MIA,MIA vs. WAS,03/10/2024,L,12,27,12,26,46.2,2,6,33.3,1,4,25.0,6,9,15,6,3,3,3,3,2,WAS,WAS @ MIA,03/10/2024,W,12,25,9,21,42.9,3,10,30.0,4,5,80.0,2,9,11,7,4,1,1,3,-2
CLE-BKN-03/10/2024,CLE,CLE vs. BKN,03/10/2024,L,12,28,9,20,45.0,4,9,44.4,6,7,85.7,2,6,8,7,5,3,2,7,-1,BKN,BKN @ CLE,03/10/2024,W,12,29,8,20,40.0,3,6,50.0,10,11,90.9,4,8,12,7,4,4,1,5,1
NYK-PHI-03/10/2024,NYK,NYK vs. PHI,03/10/2024,L,12,15,6,18,33.3,3,10,30.0,0,0,0.0,1,14,15,5,7,0,1,0,0,PHI,PHI @ NYK,03/10/2024,W,12,15,7,24,29.2,1,10,10.0,0,0,0.0,2,10,12,4,1,3,1,3,0
POR-TOR-03/09/2024,POR,POR vs. TOR,03/09/2024,W,12,33,13,23,56.5,4,10,40.0,3,4,75.0,4,12,16,9,3,1,1,2,17,TOR,TOR @ POR,03/09/2024,L,12,16,7,24,29.2,1,11,9.1,1,1,100.0,4,7,11,5,5,3,2,3,-17
DEN-UTA-03/09/2024,DEN,DEN vs. UTA,03/09/2024,W,12,38,15,25,60.0,7,10,70.0,1,1,100.0,2,8,10,12,2,2,5,2,16,UTA,UTA @ DEN,03/09/2024,L,12,22,10,24,41.7,1,7,14.3,1,2,50.0,3,6,9,6,5,1,1,5,-16
LAC-CHI-03/09/2024,LAC,LAC vs. CHI,03/09/2024,W,12,23,8,23,34.8,3,12,25.0,4,5,80.0,4,9,13,4,4,2,0,2,-6,CHI,CHI @ LAC,03/09/2024,L,12,29,12,24,50.0,5,10,50.0,0,0,0.0,3,10,13,9,3,2,0,5,6
GSW-SAS-03/09/2024,GSW,GSW vs. SAS,03/09/2024,L,12,27,9,22,40.9,3,9,33.3,6,11,54.5,1,7,8,6,1,3,3,5,-5,SAS,SAS @ GSW,03/09/2024,W,12,32,12,22,54.5,4,7,57.1,4,4,100.0,2,14,16,10,4,1,2,6,5
PHX-BOS-03/09/2024,PHX,PHX vs. BOS,03/09/2024,L,12,26,10,23,43.5,1,6,16.7,5,7,71.4,2,10,12,7,3,1,1,4,-5,BOS,BOS @ PHX,03/09/2024,W,12,31,13,28,46.4,2,8,25.0,3,4,75.0,4,11,15,7,1,2,2,3,5
CHA-BKN-03/09/2024,CHA,CHA vs. BKN,03/09/2024,W,12,31,12,21,57.1,5,8,62.5,2,3,66.7,1,7,8,7,4,2,1,3,-4,BKN,BKN @ CHA,03/09/2024,L,12,35,13,23,56.5,5,10,50.0,4,5,80.0,4,6,10,7,4,1,0,3,4
DET-DAL-03/09/2024,DET,DET vs. DAL,03/09/2024,L,12,33,10,22,45.5,5,12,41.7,8,10,80.0,2,11,13,6,4,4,1,7,-2,DAL,DAL @ DET,03/09/2024,W,12,35,14,26,53.8,3,10,30.0,4,5,80.0,1,9,10,9,6,4,1,6,2
PHI-NOP-03/08/2024,PHI,PHI vs. NOP,03/08/2024,L,12,15,6,25,24.0,1,11,9.1,2,4,50.0,7,4,11,5,3,2,1,4,-21,NOP,NOP @ PHI,03/08/2024,W,12,36,14,20,70.0,5,9,55.6,3,4,75.0,1,14,15,10,2,1,2,2,21
MEM-ATL-03/08/2024,MEM,MEM vs. ATL,03/08/2024,L,12,31,12,23,52.2,4,7,57.1,3,3,100.0,4,10,14,8,2,2,4,3,11,ATL,ATL @ MEM,03/08/2024,W,12,20,8,25,32.0,4,9,44.4,0,0,0.0,7,6,13,3,3,1,1,3,-11
NYK-ORL-03/08/2024,NYK,NYK vs. ORL,03/08/2024,W,12,31,12,19,63.2,6,7,85.7,1,1,100.0,2,9,11,6,4,0,6,4,8,ORL,ORL @ NYK,03/08/2024,L,12,23,8,22,36.4,3,5,60.0,4,6,66.7,3,5,8,4,2,2,3,2,-8
WAS-CHA-03/08/2024,WAS,WAS vs. CHA,03/08/2024,W,12,24,9,21,42.9,2,9,22.2,4,4,100.0,1,11,12,7,1,2,5,4,8,CHA,CHA @ WAS,03/08/2024,L,12,16,8,27,29.6,0,9,0.0,0,0,0.0,5,11,16,4,3,0,1,4,-8
POR-HOU-03/08/2024,POR,POR vs. HOU,03/08/2024,L,12,31,12,23,52.2,6,11,54.5,1,1,100.0,1,8,9,9,2,2,1,3,3,HOU,HOU @ POR,03/08/2024,W,12,28,10,20,50.0,5,8,62.5,3,6,50.0,2,8,10,9,3,1,1,1,-3
LAL-MIL-03/08/2024,LAL,LAL vs. MIL,03/08/2024,W,12,27,12,24,50.0,2,5,40.0,1,1,100.0,1,9,10,6,1,0,1,2,-3,MIL,MIL @ LAL,03/08/2024,L,12,30,12,24,50.0,4,12,33.3,2,2,100.0,2,11,13,7,2,1,0,5,3
OKC-MIA-03/08/2024,OKC,OKC vs. MIA,03/08/2024,W,12,27,11,24,45.8,4,9,44.4,1,2,50.0,3,10,13,10,5,0,3,3,-2,MIA,MIA @ OKC,03/08/2024,L,12,29,11,23,47.8,3,8,37.5,4,6,66.7,1,10,11,6,1,3,3,3,2
CLE-MIN-03/08/2024,CLE,CLE vs. MIN,03/08/2024,W,12,25,10,21,47.6,3,8,37.5,2,3,66.7,1,11,12,9,5,4,1,2,2,MIN,MIN @ CLE,03/08/2024,L,12,23,11,25,44.0,0,5,0.0,1,1,100.0,2,9,11,5,4,3,1,4,-2
PHX-TOR-03/07/2024,PHX,PHX vs. TOR,03/07/2024,W,12,39,15,26,57.7,9,16,56.3,0,1,0.0,4,13,17,11,3,1,2,2,14,TOR,TOR @ PHX,03/07/2024,L,12,25,9,25,36.0,6,15,40.0,1,1,100.0,1,7,8,9,1,1,0,1,-14
IND-MIN-03/07/2024,IND,IND vs. MIN,03/07/2024,L,12,23,8,18,44.4,2,7,28.6,5,7,71.4,0,9,9,6,5,1,2,4,-10,MIN,MIN @ IND,03/07/2024,W,12,33,14,25,56.0,2,8,25.0,3,4,75.0,2,11,13,9,3,4,1,5,10
DET-BKN-03/07/2024,DET,DET vs. BKN,03/07/2024,W,12,26,11,19,57.9,2,7,28.6,2,2,100.0,1,12,13,6,5,2,1,5,10,BKN,BKN @ DET,03/07/2024,L,12,16,5,19,26.3,4,12,33.3,2,3,66.7,1,7,8,3,6,1,0,3,-10
DAL-MIA-03/07/2024,DAL,DAL vs. MIA,03/07/2024,W,12,28,12,22,54.5,4,11,36.4,0,0,0.0,0,6,6,7,3,1,2,1,-8,MIA,MIA @ DAL,03/07/2024,L,12,36,15,21,71.4,6,7,85.7,0,2,0.0,0,9,9,13,4,3,1,2,8
GSW-CHI-03/07/2024,GSW,GSW vs. CHI,03/07/2024,L,12,31,11,26,42.3,6,15,40.0,3,4,75.0,3,14,17,8,2,1,0,3,6,CHI,CHI @ GSW,03/07/2024,W,12,25,10,25,40.0,4,12,33.3,1,3,33.3,2,11,13,7,2,2,0,2,-6
DEN-BOS-03/07/2024,DEN,DEN vs. BOS,03/07/2024,W,12,30,12,22,54.5,2,5,40.0,4,4,100.0,0,7,7,9,2,2,0,3,2,BOS,BOS @ DEN,03/07/2024,L,12,28,12,24,50.0,3,11,27.3,1,2,50.0,4,8,12,7,2,2,1,4,-2
SAC-SAS-03/07/2024,SAC,SAC vs. SAS,03/07/2024,W,12,30,12,25,48.0,2,9,22.2,4,4,100.0,3,10,13,10,4,2,0,4,-1,SAS,SAS @ SAC,03/07/2024,L,12,31,11,22,50.0,4,8,50.0,5,5,100.0,1,9,10,11,3,2,0,5,1
WAS-ORL-03/06/2024,WAS,WAS vs. ORL,03/06/2024,L,12,34,14,24,58.3,4,12,33.3,2,2,100.0,3,9,12,10,2,3,0,6,11,ORL,ORL @ WAS,03/06/2024,W,12,23,8,20,40.0,1,2,50.0,6,7,85.7,3,7,10,3,4,0,0,1,-11
LAL-SAC-03/06/2024,LAL,LAL vs. SAC,03/06/2024,L,12,37,12,22,54.5,5,9,55.6,8,8,100.0,1,11,12,8,3,2,1,4,9,SAC,SAC @ LAL,03/06/2024,W,12,28,10,22,45.5,2,10,20.0,6,6,100.0,1,8,9,7,4,1,0,7,-9
GSW-MIL-03/06/2024,GSW,GSW vs. MIL,03/06/2024,W,12,40,17,26,65.4,6,10,60.0,0,0,0.0,1,9,10,12,2,2,2,3,8,MIL,MIL @ GSW,03/06/2024,L,12,32,12,24,50.0,3,8,37.5,5,7,71.4,3,7,10,6,3,2,2,0,-8
HOU-LAC-03/06/2024,HOU,HOU vs. LAC,03/06/2024,L,12,27,11,25,44.0,4,9,44.4,1,2,50.0,4,9,13,8,1,1,1,4,8,LAC,LAC @ HOU,03/06/2024,W,12,19,8,20,40.0,2,5,40.0,1,1,100.0,0,9,9,2,2,0,1,3,-8
PHI-MEM-03/06/2024,PHI,PHI vs. MEM,03/06/2024,L,12,31,12,23,52.2,7,11,63.6,0,2,0.0,3,7,10,10,3,2,1,3,-6,MEM,MEM @ PHI,03/06/2024,W,12,37,15,25,60.0,6,14,42.9,1,1,100.0,1,9,10,7,2,1,0,2,6
POR-OKC-03/06/2024,POR,POR vs. OKC,03/06/2024,L,12,27,9,16,56.3,3,8,37.5,6,7,85.7,0,4,4,7,5,2,0,6,-5,OKC,OKC @ POR,03/06/2024,W,12,32,10,15,66.7,3,5,60.0,9,10,90.0,0,8,8,6,4,3,0,4,5
UTA-CHI-03/06/2024,UTA,UTA vs. CHI,03/06/2024,L,12,29,11,26,42.3,5,15,33.3,2,2,100.0,4,10,14,7,1,0,1,3,-4,CHI,CHI @ UTA,03/06/2024,W,12,33,12,24,50.0,7,15,46.7,2,2,100.0,2,10,12,12,0,0,1,2,4
ATL-CLE-03/06/2024,ATL,ATL vs. CLE,03/06/2024,W,12,31,12,21,57.1,4,7,57.1,3,4,75.0,1,7,8,10,1,2,0,4,3,CLE,CLE @ ATL,03/06/2024,L,12,28,11,21,52.4,3,9,33.3,3,3,100.0,0,9,9,7,4,1,2,4,-3
NYK-ATL-03/05/2024,NYK,NYK vs. ATL,03/05/2024,L,12,15,6,27,22.2,2,15,13.3,1,2,50.0,5,4,9,6,1,3,2,3,-18,ATL,ATL @ NYK,03/05/2024,W,12,33,13,24,54.2,3,6,50.0,4,5,80.0,3,14,17,6,5,0,1,1,18
TOR-NOP-03/05/2024,TOR,TOR vs. NOP,03/05/2024,L,12,28,10,22,45.5,6,12,50.0,2,2,100.0,4,5,9,5,4,1,2,2,-14,NOP,NOP @ TOR,03/05/2024,W,12,42,17,24,70.8,7,9,77.8,1,2,50.0,3,8,11,11,2,4,0,1,14
MIA-DET-03/05/2024,MIA,MIA vs. DET,03/05/2024,W,12,36,12,20,60.0,4,4,100.0,8,10,80.0,1,8,9,8,1,3,1,3,10,DET,DET @ MIA,03/05/2024,L,12,26,10,23,43.5,1,8,12.5,5,6,83.3,4,7,11,6,3,1,0,5,-10
CLE-BOS-03/05/2024,CLE,CLE vs. BOS,03/05/2024,W,12,25,10,27,37.0,4,11,36.4,1,1,100.0,4,8,12,7,1,2,1,2,-8,BOS,BOS @ CLE,03/05/2024,L,12,33,11,26,42.3,7,14,50.0,4,4,100.0,7,10,17,6,3,1,2,1,8
BKN-PHI-03/05/2024,BKN,BKN vs. PHI,03/05/2024,W,12,23,9,24,37.5,4,13,30.8,1,2,50.0,3,5,8,7,3,0,1,4,-7,PHI,PHI @ BKN,03/05/2024,L,12,30,12,19,63.2,4,7,57.1,2,3,66.7,2,10,12,7,4,0,1,5,7
HOU-SAS-03/05/2024,HOU,HOU vs. SAS,03/05/2024,W,12,26,10,24,41.7,5,13,38.5,1,4,25.0,2,11,13,6,0,2,1,2,5,SAS,SAS @ HOU,03/05/2024,L,12,21,9,23,39.1,2,8,25.0,1,2,50.0,3,13,16,4,4,0,3,3,-5
CHA-ORL-03/05/2024,CHA,CHA vs. ORL,03/05/2024,L,12,20,8,17,47.1,1,7,14.3,3,3,100.0,1,4,5,3,7,3,0,4,-5,ORL,ORL @ CHA,03/05/2024,W,12,25,10,17,58.8,3,6,50.0,2,2,100.0,3,7,10,6,7,5,0,5,5
DEN-PHX-03/05/2024,DEN,DEN vs. PHX,03/05/2024,L,12,32,13,22,59.1,6,9,66.7,0,0,0.0,0,10,10,8,4,2,1,3,4,PHX,PHX @ DEN,03/05/2024,W,12,28,10,22,45.5,5,8,62.5,3,4,75.0,1,9,10,8,3,2,2,3,-4
DAL-IND-03/05/2024,DAL,DAL vs. IND,03/05/2024,L,12,32,12,25,48.0,5,13,38.5,3,4,75.0,2,8,10,6,3,3,1,6,-3,IND,IND @ DAL,03/05/2024,W,12,35,11,19,57.9,4,9,44.4,9,10,90.0,0,10,10,10,3,0,1,4,3
SAC-CHI-03/04/2024,SAC,SAC vs. CHI,03/04/2024,L,12,36,13,24,54.2,3,8,37.5,7,7,100.0,3,10,13,7,3,2,3,5,14,CHI,CHI @ SAC,03/04/2024,W,12,22,8,21,38.1,3,9,33.3,3,4,75.0,3,6,9,6,6,2,0,5,-14
MIL-LAC-03/04/2024,MIL,MIL vs. LAC,03/04/2024,W,12,25,8,18,44.4,5,10,50.0,4,4,100.0,1,7,8,5,4,1,0,4,-10,LAC,LAC @ MIL,03/04/2024,L,12,35,12,19,63.2,6,8,75.0,5,5,100.0,0,8,8,7,3,3,0,3,10
UTA-WAS-03/04/2024,UTA,UTA vs. WAS,03/04/2024,W,12,35,13,21,61.9,3,7,42.9,6,6,100.0,2,7,9,10,6,3,4,6,-6,WAS,WAS @ UTA,03/04/2024,L,12,41,14,24,58.3,7,13,53.8,6,7,85.7,1,6,7,10,4,2,0,4,6
BKN-MEM-03/04/2024,BKN,BKN vs. MEM,03/04/2024,L,12,31,9,22,40.9,6,13,46.2,7,11,63.6,4,7,11,8,1,3,0,1,2,MEM,MEM @ BKN,03/04/2024,W,12,29,10,19,52.6,7,13,53.8,2,2,100.0,1,11,12,9,4,1,0,6,-2
MIN-POR-03/04/2024,MIN,MIN vs. POR,03/04/2024,W,12,28,9,21,42.9,5,11,45.5,5,7,71.4,3,6,9,5,2,1,1,2,2,POR,POR @ MIN,03/04/2024,L,12,26,11,19,57.9,2,7,28.6,2,4,50.0,1,10,11,6,4,2,1,5,-2
LAL-OKC-03/04/2024,LAL,LAL vs. OKC,03/04/2024,W,12,25,9,19,47.4,4,8,50.0,3,4,75.0,2,14,16,6,7,1,3,4,0,OKC,OKC @ LAL,03/04/2024,L,12,25,9,28,32.1,3,8,37.5,4,4,100.0,5,8,13,6,2,4,2,3,0
BOS-GSW-03/03/2024,BOS,BOS vs. GSW,03/03/2024,W,12,44,16,28,57.1,10,16,62.5,2,2,100.0,2,13,15,12,0,1,3,3,22,GSW,GSW @ BOS,03/03/2024,L,12,22,8,24,33.3,3,11,27.3,3,3,100.0,1,10,11,7,3,0,1,5,-22
MIN-LAC-03/03/2024,MIN,MIN vs. LAC,03/03/2024,L,12,30,10,20,50.0,3,7,42.9,7,8,87.5,2,13,15,7,1,3,2,1,12,LAC,LAC @ MIN,03/03/2024,W,12,18,6,21,28.6,4,12,33.3,2,2,100.0,1,9,10,3,3,0,1,5,-12
DAL-PHI-03/03/2024,DAL,DAL vs. PHI,03/03/2024,L,12,22,7,20,35.0,5,10,50.0,3,4,75.0,2,10,12,7,6,0,0,3,-10,PHI,PHI @ DAL,03/03/2024,W,12,32,12,24,50.0,4,13,30.8,4,4,100.0,2,10,12,6,1,4,1,4,10
SAS-IND-03/03/2024,SAS,SAS vs. IND,03/03/2024,W,12,26,11,23,47.8,3,6,50.0,1,2,50.0,2,14,16,7,5,2,0,2,10,IND,IND @ SAS,03/03/2024,L,12,16,7,22,31.8,1,12,8.3,1,2,50.0,1,10,11,1,4,3,1,3,-10
CLE-NYK-03/03/2024,CLE,CLE vs. NYK,03/03/2024,L,12,19,8,21,38.1,2,9,22.2,1,2,50.0,2,9,11,8,4,3,0,3,-9,NYK,NYK @ CLE,03/03/2024,W,12,28,11,23,47.8,6,11,54.5,0,2,0.0,3,12,15,9,4,4,3,3,9
ORL-DET-03/03/2024,ORL,ORL vs. DET,03/03/2024,W,12,31,10,17,58.8,2,6,33.3,9,10,90.0,1,11,12,6,3,0,4,3,4,DET,DET @ ORL,03/03/2024,L,12,27,10,24,41.7,3,7,42.9,4,4,100.0,1,6,7,7,0,0,0,5,-4
PHX-OKC-03/03/2024,PHX,PHX vs. OKC,03/03/2024,L,12,24,10,27,37.0,3,12,25.0,1,1,100.0,3,10,13,9,2,1,1,3,-4,OKC,OKC @ PHX,03/03/2024,W,12,28,11,23,47.8,3,7,42.9,3,4,75.0,2,11,13,4,1,0,3,2,4
TOR-CHA-03/03/2024,TOR,TOR vs. CHA,03/03/2024,W,12,27,11,23,47.8,3,6,50.0,2,2,100.0,4,7,11,7,6,3,1,4,-2,CHA,CHA @ TOR,03/03/2024,L,12,29,13,22,59.1,1,5,20.0,2,3,66.7,1,8,9,5,4,5,0,3,2
PHX-HOU-03/02/2024,PHX,PHX vs. HOU,03/02/2024,L,12,19,9,25,36.0,1,9,11.1,0,0,0.0,3,7,10,4,5,2,2,5,-19,HOU,HOU @ PHX,03/02/2024,W,12,38,14,26,53.8,4,6,66.7,6,7,85.7,3,12,15,10,2,3,0,2,19
BKN-ATL-03/02/2024,BKN,BKN vs. ATL,03/02/2024,W,12,21,7,27,25.9,3,12,25.0,4,5,80.0,8,10,18,4,4,0,2,5,-7,ATL,ATL @ BKN,03/02/2024,L,12,28,11,22,50.0,4,10,40.0,2,5,40.0,1,9,10,9,1,2,0,4,7
LAL-DEN-03/02/2024,LAL,LAL vs. DEN,03/02/2024,L,12,33,13,21,61.9,3,5,60.0,4,4,100.0,0,9,9,12,1,1,2,2,6,DEN,DEN @ LAL,03/02/2024,W,12,27,12,23,52.2,3,9,33.3,0,0,0.0,1,8,9,7,3,1,0,3,-6
MEM-POR-03/02/2024,MEM,MEM vs. POR,03/02/2024,L,12,20,7,22,31.8,4,11,36.4,2,2,100.0,3,11,14,4,6,2,2,5,-5,POR,POR @ MEM,03/02/2024,W,12,25,9,24,37.5,3,10,30.0,4,6,66.7,4,8,12,5,2,2,0,2,5
MIA-UTA-03/02/2024,MIA,MIA vs. UTA,03/02/2024,W,12,30,11,20,55.0,4,8,50.0,4,4,100.0,2,9,11,9,4,0,2,4,-4,UTA,UTA @ MIA,03/02/2024,L,12,34,13,29,44.8,5,13,38.5,3,4,75.0,5,6,11,8,0,3,2,4,4
NOP-IND-03/01/2024,NOP,NOP vs. IND,03/01/2024,W,12,48,20,22,90.9,5,5,100.0,3,3,100.0,2,9,11,8,3,1,1,5,22,IND,IND @ NOP,03/01/2024,L,12,26,9,20,45.0,2,9,22.2,6,6,100.0,2,0,2,7,3,2,1,3,-22
CHI-MIL-03/01/2024,CHI,CHI vs. MIL,03/01/2024,L,12,24,10,23,43.5,4,7,57.1,0,0,0.0,2,10,12,8,4,0,1,6,-9,MIL,MIL @ CHI,03/01/2024,W,12,33,10,23,43.5,6,14,42.9,7,10,70.0,4,10,14,5,1,4,3,2,9
DET-CLE-03/01/2024,DET,DET vs. CLE,03/01/2024,L,12,24,10,23,43.5,1,7,14.3,3,3,100.0,1,8,9,7,4,4,2,5,-8,CLE,CLE @ DET,03/01/2024,W,12,32,11,22,50.0,4,8,50.0,6,7,85.7,3,10,13,9,5,4,1,5,8
MIN-SAC-03/01/2024,MIN,MIN vs. SAC,03/01/2024,L,12,22,7,18,38.9,2,6,33.3,6,8,75.0,2,7,9,4,4,1,0,3,-8,SAC,SAC @ MIN,03/01/2024,W,12,30,12,25,48.0,4,10,40.0,2,2,100.0,4,9,13,8,1,2,2,6,8
BOS-DAL-03/01/2024,BOS,BOS vs. DAL,03/01/2024,W,12,38,13,25,52.0,7,13,53.8,5,5,100.0,1,13,14,10,3,1,1,4,6,DAL,DAL @ BOS,03/01/2024,L,12,32,12,28,42.9,4,14,28.6,4,6,66.7,4,10,14,2,2,1,1,4,-6
PHI-CHA-03/01/2024,PHI,PHI vs. CHA,03/01/2024,W,12,32,12,23,52.2,7,16,43.8,1,1,100.0,1,9,10,12,3,3,2,5,5,CHA,CHA @ PHI,03/01/2024,L,12,27,9,21,42.9,5,11,45.5,4,4,100.0,2,8,10,8,3,2,0,2,-5
MEM-POR-03/01/2024,MEM,MEM vs. POR,03/01/2024,L,12,21,8,21,38.1,1,4,25.0,4,7,57.1,4,8,12,2,3,2,5,2,4,POR,POR @ MEM,03/01/2024,W,12,17,8,24,33.3,1,9,11.1,0,1,0.0,5,8,13,7,4,2,2,6,-4
LAC-WAS-03/01/2024,LAC,LAC vs. WAS,03/01/2024,W,12,33,13,25,52.0,3,6,50.0,4,4,100.0,2,11,13,9,2,1,0,1,3,WAS,WAS @ LAC,03/01/2024,L,12,30,12,26,46.2,4,11,36.4,2,2,100.0,3,10,13,5,2,2,1,4,-3
TOR-GSW-03/01/2024,TOR,TOR vs. GSW,03/01/2024,L,12,31,13,29,44.8,5,14,35.7,0,0,0.0,2,13,15,10,4,3,1,1,3,GSW,GSW @ TOR,03/01/2024,W,12,28,10,27,37.0,6,13,46.2,2,2,100.0,4,12,16,5,5,3,1,2,-3
BKN-ATL-02/29/2024,BKN,BKN vs. ATL,02/29/2024,W,12,34,13,26,50.0,7,15,46.7,1,2,50.0,4,10,14,10,3,3,1,2,18,ATL,ATL @ BKN,02/29/2024,L,12,16,6,24,25.0,0,4,0.0,4,4,100.0,4,8,12,3,5,3,3,2,-18
DEN-MIA-02/29/2024,DEN,DEN vs. MIA,02/29/2024,W,12,36,14,25,56.0,6,9,66.7,2,2,100.0,2,10,12,8,1,3,0,4,16,MIA,MIA @ DEN,02/29/2024,L,12,20,7,18,38.9,1,6,16.7,5,5,100.0,1,6,7,5,4,1,0,2,-16
PHX-HOU-02/29/2024,PHX,PHX vs. HOU,02/29/2024,W,12,33,12,24,50.0,5,12,41.7,4,4,100.0,2,12,14,5,3,2,1,3,16,HOU,HOU @ PHX,02/29/2024,L,12,17,5,23,21.7,3,10,30.0,4,4,100.0,4,9,13,2,6,1,1,6,-16
NYK-GSW-02/29/2024,NYK,NYK vs. GSW,02/29/2024,L,12,19,6,22,27.3,3,11,27.3,4,5,80.0,2,9,11,3,3,1,2,2,-12,GSW,GSW @ NYK,02/29/2024,W,12,31,12,27,44.4,5,10,50.0,2,3,66.7,4,13,17,6,1,2,1,6,12
CHA-MIL-02/29/2024,CHA,CHA vs. MIL,02/29/2024,L,12,25,8,22,36.4,2,11,18.2,7,8,87.5,2,6,8,7,2,2,0,5,-10,MIL,MIL @ CHA,02/29/2024,W,12,35,12,22,54.5,5,9,55.6,6,7,85.7,4,11,15,6,3,2,2,5,10
ORL-UTA-02/29/2024,ORL,ORL vs. UTA,02/29/2024,W,12,29,11,23,47.8,3,10,30.0,4,7,57.1,4,13,17,8,3,2,1,2,8,UTA,UTA @ ORL,02/29/2024,L,12,21,7,22,31.8,4,12,33.3,3,3,100.0,0,11,11,6,2,1,1,6,-8
